step,x,rust_status,ffi_status,rust_n,rust_nt,rust_anom,rust_exc,rust_norm,ffi_anom,ffi_exc,ffi_norm
1335,0.334971690550447,Normal,Normal,1336,7,0,3,333,0,3,333
1336,0.394327159505337,Normal,Normal,1337,7,0,3,334,0,3,334
1337,0.658831163309515,Normal,Normal,1338,7,0,3,335,0,3,335
1338,0.608882859349251,Normal,Normal,1339,7,0,3,336,0,3,336
1339,0.258906119503081,Normal,Normal,1340,7,0,3,337,0,3,337
1340,0.151229985058308,Normal,Normal,1341,7,0,3,338,0,3,338
1341,0.072545010596514,Normal,Normal,1342,7,0,3,339,0,3,339
1342,0.107848281972110,Normal,Normal,1343,7,0,3,340,0,3,340
1343,0.647207381669432,Normal,Normal,1344,7,0,3,341,0,3,341
1344,0.363598296418786,Normal,Normal,1345,7,0,3,342,0,3,342
1345,0.288269520271569,Normal,Normal,1346,7,0,3,343,0,3,343
1346,0.331385820172727,Normal,Normal,1347,7,0,3,344,0,3,344
1347,0.091148579493165,Normal,Normal,1348,7,0,3,345,0,3,345
1348,0.427327720448375,Normal,Normal,1349,7,0,3,346,0,3,346
1349,0.934494646266103,Normal,Normal,1350,7,0,3,347,0,3,347
1350,0.583570297807455,Normal,Normal,1351,7,0,3,348,0,3,348
1351,0.265461322851479,Normal,Normal,1352,7,0,3,349,0,3,349
1352,0.658746634144336,Normal,Normal,1353,7,0,3,350,0,3,350
1353,0.761777807492763,Normal,Normal,1354,7,0,3,351,0,3,351
1354,0.487426864914596,Normal,Normal,1355,7,0,3,352,0,3,352
1355,0.157272116746753,Normal,Normal,1356,7,0,3,353,0,3,353
1356,0.883036591112614,Normal,Normal,1357,7,0,3,354,0,3,354
1357,0.625665319152176,Normal,Normal,1358,7,0,3,355,0,3,355
1358,0.517714721150696,Normal,Normal,1359,7,0,3,356,0,3,356
1359,0.207843590993434,Normal,Normal,1360,7,0,3,357,0,3,357
1360,0.557560612447560,Normal,Normal,1361,7,0,3,358,0,3,358
1361,0.426199375651777,Normal,Normal,1362,7,0,3,359,0,3,359
1362,0.829939043149352,Normal,Normal,1363,7,0,3,360,0,3,360
1363,0.394388376735151,Normal,Normal,1364,7,0,3,361,0,3,361
1364,0.244326986838132,Normal,Normal,1365,7,0,3,362,0,3,362
1365,0.326013463083655,Normal,Normal,1366,7,0,3,363,0,3,363
1366,0.729360067751259,Normal,Normal,1367,7,0,3,364,0,3,364
1367,0.638654146343470,Normal,Normal,1368,7,0,3,365,0,3,365
1368,0.984844626858830,Normal,Normal,1369,7,0,3,366,0,3,366
1369,0.338242927100509,Normal,Normal,1370,7,0,3,367,0,3,367
1370,0.897560265846550,Normal,Normal,1371,7,0,3,368,0,3,368
1371,0.136074611917138,Normal,Normal,1372,7,0,3,369,0,3,369
1372,0.410787937697023,Normal,Normal,1373,7,0,3,370,0,3,370
1373,0.005408548284322,Normal,Normal,1374,7,0,3,371,0,3,371
1374,0.783281993586570,Normal,Normal,1375,7,0,3,372,0,3,372
1375,0.774386234581470,Normal,Normal,1376,7,0,3,373,0,3,373
1376,0.293678068555892,Normal,Normal,1377,7,0,3,374,0,3,374
1377,0.114667813759297,Normal,Normal,1378,7,0,3,375,0,3,375
1378,0.865534814074636,Normal,Normal,1379,7,0,3,376,0,3,376
1379,0.721005789004266,Normal,Normal,1380,7,0,3,377,0,3,377
1380,0.049162460025400,Normal,Normal,1381,7,0,3,378,0,3,378
1381,0.449105111882091,Normal,Normal,1382,7,0,3,379,0,3,379
1382,0.986467112321407,Normal,Normal,1383,7,0,3,380,0,3,380
1383,0.707909094635397,Normal,Normal,1384,7,0,3,381,0,3,381
1384,0.210882919374853,Normal,Normal,1385,7,0,3,382,0,3,382
